Area,ForecastTime,Time,AirTemperature (C),CloudFraction,RelativeHumidity ,WindDirection (degrees),WindSpeed (m/s),NextHourSummary,Precipitation (mm)
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T07:00:00Z,12.8,0.0,30.9,304.6,1.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T08:00:00Z,12.4,0.0,31.6,307.1,1.6,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T09:00:00Z,11.7,0.0,32.9,309.1,1.9,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T10:00:00Z,10.8,0.0,34.9,307.1,2.0,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T11:00:00Z,10.0,0.0,36.8,304.4,2.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T12:00:00Z,9.6,0.0,37.5,308.5,2.0,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T13:00:00Z,9.5,0.0,37.0,305.3,2.0,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T14:00:00Z,9.7,0.0,35.5,306.2,2.0,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T15:00:00Z,9.7,0.0,34.8,309.0,2.0,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T16:00:00Z,12.0,0.0,30.5,309.1,1.8,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T17:00:00Z,15.4,0.0,23.2,0.5,0.8,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T18:00:00Z,16.7,0.0,22.2,87.2,1.4,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T19:00:00Z,17.8,0.0,21.3,99.0,1.9,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T20:00:00Z,18.7,0.0,19.8,106.8,2.5,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T21:00:00Z,19.5,0.0,18.8,108.6,3.0,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T22:00:00Z,20.0,0.0,18.8,109.6,3.2,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T23:00:00Z,19.9,0.0,19.7,116.1,3.6,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-20T00:00:00Z,19.3,0.0,21.1,120.9,3.8,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-20T01:00:00Z,17.2,0.0,27.9,147.1,2.8,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-20T02:00:00Z,15.6,0.0,34.2,265.7,3.1,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-20T03:00:00Z,14.0,0.0,48.5,281.8,3.9,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-20T04:00:00Z,13.0,0.8,63.3,284.4,4.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-20T05:00:00Z,12.1,3.1,67.7,287.1,4.7,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T15:00:00Z,-3.1,100.0,96.4,139.9,0.9,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T16:00:00Z,-3.8,99.2,96.3,123.0,1.2,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T17:00:00Z,-3.3,99.2,96.5,97.2,1.3,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T18:00:00Z,-2.6,80.5,90.0,65.2,1.5,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T19:00:00Z,-1.9,82.8,80.8,56.1,1.5,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T20:00:00Z,-1.0,68.7,72.2,62.7,1.4,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T21:00:00Z,-0.3,69.5,64.1,68.2,1.4,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T22:00:00Z,0.3,8.6,58.4,70.3,1.3,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-17T23:00:00Z,0.1,0.0,60.6,75.2,1.1,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T00:00:00Z,-1.5,0.0,61.8,78.7,0.9,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T01:00:00Z,-3.7,0.0,65.3,138.3,1.0,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T02:00:00Z,-5.1,0.0,71.1,204.7,1.1,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T03:00:00Z,-6.2,0.0,74.7,245.1,0.6,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T04:00:00Z,-7.2,0.0,78.0,283.2,0.7,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T05:00:00Z,-7.9,0.0,81.1,277.7,0.5,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T06:00:00Z,-9.3,0.0,86.5,266.0,0.4,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T07:00:00Z,-10.6,47.7,92.1,259.0,0.5,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T08:00:00Z,-11.7,50.8,91.9,245.1,0.5,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T09:00:00Z,-12.2,52.3,90.1,244.9,0.5,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T10:00:00Z,-12.7,53.1,88.3,236.8,0.6,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T11:00:00Z,-13.1,53.1,88.1,249.4,0.9,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T12:00:00Z,-12.9,56.2,88.3,256.7,0.9,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T13:00:00Z,-13.6,73.4,88.6,264.4,0.9,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T14:00:00Z,-13.5,83.6,88.6,273.3,1.1,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T15:00:00Z,-13.5,98.4,88.1,353.4,0.8,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T16:00:00Z,-13.1,100.0,86.9,289.2,1.0,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T17:00:00Z,-10.2,100.0,82.3,309.2,1.5,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T18:00:00Z,-7.4,98.4,74.8,359.5,1.3,fog,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T19:00:00Z,-4.4,64.8,64.8,31.1,0.8,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T20:00:00Z,-2.0,96.1,56.7,55.1,1.0,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T21:00:00Z,-0.2,93.7,52.2,76.7,1.1,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T22:00:00Z,0.9,100.0,54.0,65.6,1.0,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-18T23:00:00Z,1.2,99.2,57.3,63.3,0.8,partlycloudy_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T00:00:00Z,0.5,89.1,55.6,35.2,0.8,cloudy,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T01:00:00Z,-2.6,96.1,65.4,42.5,0.9,cloudy,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T02:00:00Z,-3.6,92.2,68.7,33.9,0.4,cloudy,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T03:00:00Z,-4.5,92.2,71.1,307.0,0.4,cloudy,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T04:00:00Z,-4.9,21.9,73.5,230.9,0.9,fair_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T05:00:00Z,-6.3,12.5,73.7,212.6,0.9,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T06:00:00Z,-7.2,5.5,74.6,201.5,1.2,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T07:00:00Z,-8.4,0.0,75.1,207.5,1.4,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T08:00:00Z,-9.3,0.0,77.1,207.6,1.7,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T09:00:00Z,-10.1,0.0,78.8,212.7,2.0,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T10:00:00Z,-10.6,7.0,79.6,214.7,2.5,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T11:00:00Z,-10.7,3.9,79.5,215.8,2.7,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T12:00:00Z,-11.1,0.0,78.6,219.0,2.4,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T13:00:00Z,-11.1,0.0,78.3,218.7,2.0,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T14:00:00Z,-11.5,0.0,78.4,219.5,1.8,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T15:00:00Z,-11.3,0.0,78.0,224.0,1.8,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T16:00:00Z,-11.3,0.0,77.3,223.2,2.1,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T17:00:00Z,-7.3,0.0,66.8,22.0,1.4,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T18:00:00Z,-4.0,2.3,55.3,73.4,1.6,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T19:00:00Z,-1.3,0.8,49.5,112.7,1.6,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T20:00:00Z,0.9,0.0,40.0,100.9,1.5,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T21:00:00Z,2.1,0.0,36.4,83.7,1.8,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T22:00:00Z,2.4,0.0,35.9,75.7,2.3,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-19T23:00:00Z,1.9,0.0,38.0,64.8,2.5,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-20T00:00:00Z,0.2,0.0,49.0,46.8,3.1,clearsky_day,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-20T01:00:00Z,-3.9,0.0,66.7,19.5,2.4,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-20T02:00:00Z,-6.0,0.0,76.1,354.5,2.5,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-20T03:00:00Z,-7.5,0.0,79.9,343.6,2.7,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-20T04:00:00Z,-8.9,0.0,84.1,334.6,2.8,clearsky_night,0.0
"Crescent, OR",2025-01-17T13:18:57Z,2025-01-20T05:00:00Z,-9.5,0.0,86.3,314.5,2.1,clearsky_night,0.0
