Area,ForecastTime,Time,AirTemperature (C),CloudFraction,RelativeHumidity ,WindDirection (degrees),WindSpeed (m/s),NextHourSummary,Precipitation (mm)
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-18T23:00:00Z,25.3,7.8,49.6,54.6,7.6,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T00:00:00Z,25.4,5.5,48.4,53.7,8.0,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T01:00:00Z,25.1,5.5,49.3,53.3,8.7,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T02:00:00Z,24.7,9.4,50.4,50.4,8.5,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T03:00:00Z,24.0,14.1,53.4,48.4,8.7,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T04:00:00Z,23.3,2.3,56.6,49.0,8.9,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T05:00:00Z,22.6,2.3,59.8,48.2,8.8,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T06:00:00Z,22.4,1.6,61.1,44.3,8.9,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T07:00:00Z,22.2,2.3,61.3,46.4,8.9,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T08:00:00Z,22.0,1.6,62.6,44.8,8.6,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T09:00:00Z,21.8,2.3,63.6,46.7,8.5,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T10:00:00Z,21.6,1.6,65.0,46.7,8.9,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T11:00:00Z,21.5,3.9,64.8,42.7,9.1,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T12:00:00Z,21.6,5.5,63.9,49.9,9.5,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T13:00:00Z,21.6,1.6,63.6,53.4,8.8,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T14:00:00Z,21.3,0.8,64.0,35.9,8.2,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T15:00:00Z,21.6,10.9,61.6,40.8,9.2,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T16:00:00Z,22.2,12.5,57.6,54.7,10.0,clearsky_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T17:00:00Z,22.0,1.6,59.5,55.5,9.6,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T18:00:00Z,22.3,3.1,58.4,55.7,9.0,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T19:00:00Z,23.7,17.2,52.6,61.8,9.4,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T20:00:00Z,24.2,10.2,50.5,61.2,9.2,clearsky_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T21:00:00Z,24.5,14.1,50.2,57.9,9.6,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T22:00:00Z,24.8,15.6,49.5,56.3,8.7,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-19T23:00:00Z,25.0,16.4,48.5,52.4,8.7,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-20T00:00:00Z,24.9,24.2,49.1,52.4,9.1,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-20T01:00:00Z,24.6,28.9,49.4,54.6,9.3,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-20T02:00:00Z,24.3,25.0,50.0,49.5,9.2,fair_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-20T03:00:00Z,23.8,45.3,51.9,49.3,9.5,partlycloudy_day,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-20T04:00:00Z,23.0,21.1,55.9,51.2,9.4,fair_night,0.0
"Honolulu, HI",2025-01-17T13:18:57Z,2025-01-20T05:00:00Z,22.5,10.9,58.6,53.0,9.4,clearsky_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T15:00:00Z,-6.7,0.0,65.9,303.4,0.2,clearsky_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T16:00:00Z,-4.4,0.0,60.9,143.0,0.7,clearsky_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T17:00:00Z,-3.4,2.3,60.8,167.7,1.1,clearsky_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T18:00:00Z,-2.6,24.2,57.0,191.7,1.4,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T19:00:00Z,-1.8,80.5,54.1,198.7,2.4,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T20:00:00Z,-1.2,56.2,54.9,216.6,2.9,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T21:00:00Z,-2.7,18.0,63.7,202.6,2.4,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T22:00:00Z,-4.3,11.7,73.6,231.5,3.1,clearsky_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-17T23:00:00Z,-5.5,3.9,78.5,247.5,2.4,clearsky_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T00:00:00Z,-8.2,5.5,79.7,256.7,1.8,clearsky_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T01:00:00Z,-9.0,41.4,80.9,266.6,1.8,partlycloudy_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T02:00:00Z,-9.7,87.5,82.5,255.5,1.5,partlycloudy_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T03:00:00Z,-9.7,99.2,82.6,233.2,1.6,partlycloudy_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T04:00:00Z,-10.3,98.4,84.9,235.0,1.6,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T05:00:00Z,-9.2,90.6,84.2,225.0,1.9,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T06:00:00Z,-10.4,99.2,88.0,224.9,1.8,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T07:00:00Z,-9.3,88.3,87.3,212.7,2.4,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T08:00:00Z,-8.6,100.0,86.5,209.8,2.5,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T09:00:00Z,-7.5,98.4,87.2,198.9,2.7,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T10:00:00Z,-7.5,93.7,86.7,200.1,3.2,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T11:00:00Z,-7.2,97.7,86.9,194.3,3.4,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T12:00:00Z,-6.7,89.1,87.7,193.0,3.6,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T13:00:00Z,-5.8,99.2,87.8,196.0,3.8,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T14:00:00Z,-3.3,100.0,80.7,200.4,3.6,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T15:00:00Z,-0.9,100.0,75.1,197.4,3.4,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T16:00:00Z,0.4,100.0,75.1,197.5,3.9,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T17:00:00Z,1.3,100.0,72.9,184.2,3.3,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T18:00:00Z,2.1,100.0,71.8,173.1,3.7,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T19:00:00Z,3.0,100.0,70.9,181.3,3.9,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T20:00:00Z,2.8,100.0,74.8,188.2,4.4,sleet,0.3
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T21:00:00Z,2.3,100.0,82.5,184.6,5.4,sleet,0.4
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T22:00:00Z,1.4,100.0,93.8,180.0,5.1,sleet,0.5
"Madison, NH",2025-01-17T13:19:19Z,2025-01-18T23:00:00Z,1.0,100.0,98.1,182.6,4.9,sleet,0.3
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T00:00:00Z,1.1,100.0,98.3,185.4,4.5,sleet,0.5
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T01:00:00Z,1.1,100.0,98.8,189.0,3.8,lightsleet,0.1
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T02:00:00Z,1.2,100.0,97.6,196.6,3.2,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T03:00:00Z,1.1,100.0,97.7,193.4,2.4,lightsleet,0.1
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T04:00:00Z,0.9,100.0,98.0,203.4,1.8,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T05:00:00Z,0.8,100.0,97.2,214.8,1.7,lightsleet,0.2
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T06:00:00Z,0.9,100.0,96.5,212.7,1.9,lightsleet,0.2
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T07:00:00Z,0.7,100.0,97.6,217.4,1.9,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T08:00:00Z,0.5,66.4,98.3,230.9,2.0,partlycloudy_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T09:00:00Z,-0.4,20.3,97.7,249.0,2.3,fair_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T10:00:00Z,-1.2,61.7,94.0,267.2,2.3,partlycloudy_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T11:00:00Z,0.1,78.1,89.0,298.6,3.3,partlycloudy_night,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T12:00:00Z,-0.5,22.7,87.1,303.9,3.2,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T13:00:00Z,-1.4,31.2,84.4,304.6,3.7,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T14:00:00Z,-1.8,48.4,73.9,311.2,4.0,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T15:00:00Z,-2.0,36.7,63.7,306.2,3.2,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T16:00:00Z,-1.8,36.7,58.3,301.9,2.3,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T17:00:00Z,-0.2,53.1,42.6,299.5,2.2,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T18:00:00Z,0.4,9.4,36.2,311.7,2.0,clearsky_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T19:00:00Z,0.6,59.4,34.7,336.9,1.9,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T20:00:00Z,-0.1,37.5,41.0,0.5,2.4,fair_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T21:00:00Z,-2.5,48.4,52.7,29.9,3.7,partlycloudy_day,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T22:00:00Z,-5.2,100.0,61.1,34.1,3.4,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-19T23:00:00Z,-5.2,100.0,61.3,23.4,3.4,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-20T00:00:00Z,-6.2,100.0,66.2,7.1,2.8,cloudy,0.0
"Madison, NH",2025-01-17T13:19:19Z,2025-01-20T01:00:00Z,-6.9,100.0,68.9,17.8,2.8,lightsnow,0.2
"Madison, NH",2025-01-17T13:19:19Z,2025-01-20T02:00:00Z,-7.7,100.0,75.6,19.3,2.1,snow,0.5
"Madison, NH",2025-01-17T13:19:19Z,2025-01-20T03:00:00Z,-8.2,100.0,77.6,17.1,2.3,snow,0.5
"Madison, NH",2025-01-17T13:19:19Z,2025-01-20T04:00:00Z,-8.8,100.0,80.0,17.9,3.1,snow,0.4
"Madison, NH",2025-01-17T13:19:19Z,2025-01-20T05:00:00Z,-9.2,100.0,79.6,11.2,2.9,snow,0.4
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T15:00:00Z,4.6,0.0,53.3,68.5,2.8,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T16:00:00Z,6.0,0.0,57.4,42.1,2.6,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T17:00:00Z,9.5,0.0,58.4,321.2,1.8,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T18:00:00Z,11.7,0.0,47.0,225.8,1.2,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T19:00:00Z,13.1,0.0,52.4,246.6,1.6,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T20:00:00Z,14.2,0.8,56.3,269.5,2.5,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T21:00:00Z,14.7,0.0,58.7,277.2,4.5,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T22:00:00Z,14.2,10.9,63.5,292.8,5.9,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-17T23:00:00Z,13.4,1.6,69.9,297.1,5.6,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T00:00:00Z,12.2,0.0,77.7,299.7,5.3,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T01:00:00Z,10.2,0.8,90.5,307.2,5.2,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T02:00:00Z,8.9,8.6,95.8,316.7,5.4,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T03:00:00Z,7.9,20.3,97.5,331.6,5.1,fair_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T04:00:00Z,7.2,57.0,97.8,344.3,5.2,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T05:00:00Z,6.9,65.6,96.5,359.7,4.7,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T06:00:00Z,5.9,58.6,96.6,33.7,3.2,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T07:00:00Z,4.8,67.2,96.3,28.4,2.6,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T08:00:00Z,4.1,80.5,95.4,21.3,2.5,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T09:00:00Z,3.5,79.7,96.4,17.7,2.3,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T10:00:00Z,2.9,77.3,96.3,18.8,2.4,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T11:00:00Z,2.2,78.1,95.9,16.5,2.3,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T12:00:00Z,1.9,76.6,95.5,14.6,2.4,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T13:00:00Z,1.5,77.3,94.9,15.9,2.8,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T14:00:00Z,1.2,77.3,94.6,21.4,2.7,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T15:00:00Z,0.7,71.9,95.7,22.1,2.7,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T16:00:00Z,1.9,63.3,94.6,27.5,2.4,fog,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T17:00:00Z,6.8,15.6,88.1,46.7,2.2,fair_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T18:00:00Z,10.8,3.1,70.7,193.3,1.7,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T19:00:00Z,13.0,2.3,61.1,220.0,1.8,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T20:00:00Z,14.2,2.3,60.0,233.9,2.5,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T21:00:00Z,14.6,1.6,62.6,247.5,3.5,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T22:00:00Z,14.4,0.0,64.7,272.4,4.8,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-18T23:00:00Z,13.5,0.0,67.5,294.8,6.2,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T00:00:00Z,12.1,0.0,72.9,307.5,5.8,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T01:00:00Z,9.7,0.0,86.1,316.3,4.8,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T02:00:00Z,7.7,0.0,91.9,339.3,4.2,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T03:00:00Z,6.9,0.0,93.3,7.6,3.6,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T04:00:00Z,6.2,0.0,93.2,29.7,3.1,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T05:00:00Z,5.7,0.0,91.7,22.8,3.3,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T06:00:00Z,5.3,0.0,89.5,17.7,3.1,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T07:00:00Z,5.1,5.5,86.9,9.0,3.6,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T08:00:00Z,4.7,5.5,84.6,25.5,3.5,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T09:00:00Z,4.6,34.4,80.9,38.1,3.2,fair_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T10:00:00Z,4.6,36.7,77.8,42.0,2.9,fair_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T11:00:00Z,4.4,38.3,76.1,50.4,2.3,partlycloudy_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T12:00:00Z,3.5,22.7,76.1,52.3,2.4,fair_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T13:00:00Z,2.5,8.6,79.6,58.5,2.3,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T14:00:00Z,1.7,7.0,83.0,40.3,2.0,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T15:00:00Z,1.2,1.6,85.4,22.2,1.9,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T16:00:00Z,2.8,0.8,83.4,23.2,1.7,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T17:00:00Z,7.3,0.8,81.9,20.3,1.4,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T18:00:00Z,10.8,0.8,65.7,277.8,1.7,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T19:00:00Z,13.1,0.8,60.2,279.8,3.3,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T20:00:00Z,14.6,0.0,58.1,289.6,5.9,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T21:00:00Z,15.0,0.0,61.2,296.0,7.5,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T22:00:00Z,14.3,0.0,66.1,302.1,8.3,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-19T23:00:00Z,13.0,0.0,71.8,305.6,8.5,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-20T00:00:00Z,11.4,0.0,77.9,312.0,8.8,clearsky_day,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-20T01:00:00Z,9.5,0.8,87.7,318.8,8.8,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-20T02:00:00Z,8.4,3.9,93.7,327.1,8.8,clearsky_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-20T03:00:00Z,8.0,30.5,96.4,330.3,8.7,fair_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-20T04:00:00Z,7.9,75.8,98.0,333.1,8.1,partlycloudy_night,0.0
"Avila Beach, CA",2025-01-17T13:19:19Z,2025-01-20T05:00:00Z,7.5,98.4,98.1,341.3,7.9,fog,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T15:00:00Z,7.4,0.8,58.3,288.0,5.5,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T16:00:00Z,9.8,1.6,50.5,289.3,6.1,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T17:00:00Z,13.4,0.8,37.9,288.3,5.9,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T18:00:00Z,15.9,0.8,27.4,290.3,6.2,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T19:00:00Z,17.4,0.0,24.3,288.7,6.0,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T20:00:00Z,18.3,0.0,25.2,286.9,6.2,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T21:00:00Z,18.5,0.8,27.7,284.5,6.5,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T22:00:00Z,18.1,0.8,30.8,287.6,6.4,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-17T23:00:00Z,17.6,2.3,33.2,290.3,6.2,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T00:00:00Z,16.6,1.6,37.8,292.3,5.8,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T01:00:00Z,15.1,0.0,43.8,288.7,4.8,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T02:00:00Z,13.6,0.0,50.2,284.0,4.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T03:00:00Z,12.4,0.0,57.3,283.2,4.0,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T04:00:00Z,11.4,0.0,62.0,287.2,4.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T05:00:00Z,10.7,0.0,64.7,288.5,4.1,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T06:00:00Z,10.1,0.0,66.4,291.1,4.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T07:00:00Z,9.8,0.0,67.4,292.2,4.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T08:00:00Z,9.4,0.0,68.8,292.2,4.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T09:00:00Z,9.1,0.0,69.6,292.1,4.3,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T10:00:00Z,8.9,0.0,69.8,291.9,4.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T11:00:00Z,8.7,0.0,69.7,292.4,4.1,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T12:00:00Z,8.5,0.0,69.5,292.5,3.8,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T13:00:00Z,8.3,0.0,68.3,290.6,3.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T14:00:00Z,7.9,0.0,67.6,291.1,3.3,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T15:00:00Z,7.6,0.0,65.6,292.4,3.4,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T16:00:00Z,10.5,0.0,51.4,293.8,2.8,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T17:00:00Z,15.4,0.0,35.8,294.4,1.2,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T18:00:00Z,16.8,0.0,30.9,131.1,1.9,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T19:00:00Z,18.0,0.0,25.0,139.3,2.6,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T20:00:00Z,18.9,0.0,22.6,144.0,2.9,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T21:00:00Z,19.5,0.0,21.3,149.5,3.1,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T22:00:00Z,19.8,0.0,20.7,153.8,3.1,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-18T23:00:00Z,19.7,0.0,20.4,157.0,2.8,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T00:00:00Z,19.1,0.0,21.1,169.5,2.3,clearsky_day,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T01:00:00Z,17.4,0.0,27.0,223.2,1.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T02:00:00Z,16.1,0.0,26.9,281.4,0.9,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T03:00:00Z,15.1,0.0,27.4,284.6,1.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T04:00:00Z,14.5,0.0,28.1,296.9,1.2,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T05:00:00Z,13.8,0.0,29.1,304.1,1.4,clearsky_night,0.0
"Borrego Springs, CA",2025-01-17T13:18:59Z,2025-01-19T06:00:00Z,13.2,0.0,30.2,303.3,1.4,clearsky_night,0.0
